 energy -- xe (complex wv) -- vcon (real part ip)
   13.523600000000000             (3.7000912179989158,-2.40418133185666266E-002) -0.16649701272505602     

  -- absorber excited regular wf for all l -- 

  l=            0
   2.2595734090286868E-002        (1.1858560504040536,-4.04059598520598307E-002)
   2.3324628738360637E-002        (1.2116622373864818,-4.12851241196997912E-002)
   2.4053523386434406E-002        (1.2368188529092949,-4.21421447831638873E-002)
   2.4782418034508175E-002        (1.2613361234557363,-4.29773701763514898E-002)
   2.5511312682581944E-002        (1.2852241222686875,-4.37911434191297425E-002)
   2.6240207330655713E-002        (1.3084927701964353,-4.45838024459801474E-002)
   2.6969101978729482E-002        (1.3311518384144547,-4.53556800985702030E-002)
   2.7697996626803251E-002        (1.3532109548023832,-4.61071043428700131E-002)
   2.8426891274877020E-002        (1.3746796019234917,-4.68383982001470064E-002)
   2.9155785922950789E-002        (1.3955671216911563,-4.75498799058073560E-002)
   3.0613575219098330E-002        (1.4356354435879515,-4.89146558742820231E-002)
   3.2071364515245872E-002        (1.4734879071849094,-5.02038846022498722E-002)
   3.3529153811393410E-002        (1.5091943722122714,-5.14199460661570046E-002)
   3.4986943107540948E-002        (1.5428226443610082,-5.25651503451001201E-002)
   3.6444732403688486E-002        (1.5744385506161604,-5.36417401832893007E-002)
   3.7902521699836024E-002        (1.6041059940161451,-5.46518928516943545E-002)
   3.9360310995983562E-002        (1.6318870160663690,-5.55977222706420526E-002)
   4.0818100292131100E-002        (1.6578418553320209,-5.64812810023867448E-002)
   4.2275889588278638E-002        (1.6820290076498052,-5.73045622989793654E-002)
   4.3733678884426176E-002        (1.7045052822876166,-5.80695020122172570E-002)
   4.5191468180573714E-002        (1.7253258533217930,-5.87779803407903409E-002)
   4.6649257476721252E-002        (1.7445443147320534,-5.94318237042068542E-002)
   4.8107046772868790E-002        (1.7622127041269140,-6.00328055481498674E-002)
   4.9564836069016328E-002        (1.7783815948149628,-6.05826494783213362E-002)
   5.1022625365163866E-002        (1.7931001078075970,-6.10830296666669478E-002)
   5.2480414661311404E-002        (1.8064159674588272,-6.15355727442961631E-002)
   5.3938203957458943E-002        (1.8183756242873912,-6.19418619829805797E-002)
   5.5395993253606481E-002        (1.8290249387787019,-6.23034605862053184E-002)
   5.6853782549754019E-002        (1.8384068150199366,-6.26218310781706256E-002)
   5.8311571845901557E-002        (1.8465636899122484,-6.28984200952629330E-002)
   5.9769361142049095E-002        (1.8535368933440755,-6.31346365887523603E-002)
   6.1227150438196633E-002        (1.8593665778714075,-6.33318494275012245E-002)
   6.2684939734344178E-002        (1.8640917625922373,-6.34913888906650931E-002)
   6.4142729030491716E-002        (1.8677503600224121,-6.36145475814603040E-002)
   6.5600518326639254E-002        (1.8703792104997130,-6.37025815974229109E-002)
   6.7058307622786792E-002        (1.8720141128661123,-6.37567115739648554E-002)
   6.8516096918934330E-002        (1.8726898471399460,-6.37781234551830778E-002)
   6.9973886215081868E-002        (1.8724402155293318,-6.37679698894004360E-002)
